Wall time,Step,Value
1781110006.677276,49,1.0
1781110025.128302,99,0.7777777910232544
1781110044.3113225,149,0.5714285969734192
1781110063.865826,199,0.6666666865348816
1781110085.4670875,249,0.8888888955116272
1781110107.1714606,299,0.7142857313156128
1781110128.59651,349,0.8333333134651184
1781110150.5021691,399,0.7222222089767456
1781110171.8281815,449,0.5
1781110193.7639518,499,0.7777777910232544
1781110294.0589192,549,0.8571428656578064
1781110315.6278477,599,0.6875
1781110337.3875983,649,0.8333333134651184
1781110356.7633953,699,0.6666666865348816
1781110377.693743,749,0.6666666865348816
1781110398.5774798,799,0.875
1781110420.387552,849,0.692307710647583
1781110442.3107333,899,0.8421052694320679
1781110464.7621033,949,0.9285714030265808
1781110486.7069674,999,0.9090909361839294
1781110587.7119753,1049,0.7333333492279053
1781110609.0871656,1099,0.6875
1781110629.3215952,1149,0.75
1781110650.8093424,1199,0.6153846383094788
1781110672.7747855,1249,0.8571428656578064
1781110693.1703153,1299,0.9090909361839294
1781110714.5615036,1349,0.875
1781110735.4587822,1399,0.800000011920929
1781110756.4719572,1449,0.7272727489471436
1781110776.7617526,1499,0.9166666865348816
1781110876.742944,1549,0.8333333134651184
1781110897.4534574,1599,1.0
1781110918.13493,1649,0.8125
1781110939.8174584,1699,0.9090909361839294
1781110960.578701,1749,0.8235294222831726
1781110981.66676,1799,0.9090909361839294
1781111003.130831,1849,0.8571428656578064
1781111024.8959024,1899,0.6666666865348816
1781111046.4936428,1949,1.0
1781111067.0825768,1999,0.8181818127632141
1781111166.5817878,2049,0.8333333134651184
1781111187.6777828,2099,0.8181818127632141
1781111209.8183284,2149,0.9444444179534912
1781111230.235552,2199,0.5
1781111251.8626342,2249,0.5833333134651184
1781111273.8104026,2299,0.800000011920929
1781111293.6690824,2349,0.8888888955116272
1781111314.220247,2399,0.800000011920929
1781111336.0784895,2449,0.5454545617103577
1781111357.3862638,2499,0.8125
1781111457.4160295,2549,0.8235294222831726
1781111478.3557272,2599,1.0
1781111500.5828037,2649,0.7692307829856873
1781111523.3070705,2699,0.7333333492279053
1781111544.773709,2749,1.0
1781111566.692437,2799,0.800000011920929
1781111587.1800387,2849,0.8571428656578064
1781111607.48758,2899,0.8888888955116272
1781111628.2172396,2949,0.5625
1781111649.5564954,2999,0.9090909361839294
1781111749.7982326,3049,0.9285714030265808
1781111770.8578448,3099,1.0
1781111791.3519726,3149,1.0
1781111812.5137947,3199,0.9333333373069763
1781111833.5746987,3249,0.6875
1781111855.1125054,3299,0.800000011920929
1781111876.8380227,3349,0.800000011920929
1781111898.3881226,3399,1.0
1781111919.7394905,3449,0.7857142686843872
1781111940.419318,3499,0.8181818127632141
1781112039.878763,3549,0.9285714030265808
1781112060.924163,3599,0.699999988079071
1781112081.5378573,3649,0.7857142686843872
1781112102.0833435,3699,0.8333333134651184
1781112123.6724436,3749,1.0
1781112145.3360112,3799,1.0
1781112168.3662884,3849,1.0
1781112190.3668654,3899,0.7777777910232544
1781112211.1147473,3949,0.7777777910232544
1781112232.3252828,3999,0.5789473652839661
1781112331.7183852,4049,0.9230769276618958
1781112352.0387528,4099,0.8571428656578064
1781112372.1322052,4149,0.7692307829856873
1781112394.197459,4199,0.75
1781112415.0167956,4249,0.9090909361839294
1781112436.7882612,4299,0.6666666865348816
1781112459.0623605,4349,1.0
1781112479.5030732,4399,0.7272727489471436
1781112501.9129393,4449,0.6000000238418579
1781112523.2390099,4499,0.8125
1781112623.1266215,4549,0.6470588445663452
1781112644.7443328,4599,0.8333333134651184
1781112666.7503793,4649,0.7857142686843872
1781112687.1241899,4699,0.6666666865348816
1781112707.8422132,4749,0.7857142686843872
1781112729.3467205,4799,0.7692307829856873
1781112750.6390862,4849,0.5
1781112774.5944588,4899,1.0
1781112796.0853565,4949,0.8461538553237915
1781112817.16078,4999,0.800000011920929
1781112916.7841785,5049,0.7692307829856873
1781112938.8446085,5099,0.7692307829856873
1781112961.5123,5149,0.9285714030265808
1781112982.6950254,5199,0.699999988079071
1781113004.112745,5249,0.9166666865348816
1781113024.9363196,5299,0.9090909361839294
1781113047.4446647,5349,0.6666666865348816
1781113068.6143763,5399,0.7272727489471436
1781113091.1177912,5449,0.8333333134651184
1781113111.1059322,5499,0.9166666865348816
1781113211.10315,5549,0.7647058963775635
1781113233.4355083,5599,0.875
1781113254.1092923,5649,0.9285714030265808
1781113276.022826,5699,0.9230769276618958
1781113297.4758012,5749,0.7692307829856873
1781113319.0635514,5799,0.8181818127632141
1781113341.008058,5849,0.7333333492279053
1781113362.1641405,5899,0.7857142686843872
1781113383.6903841,5949,0.8823529481887817
1781113405.6909165,5999,0.9230769276618958
1781113506.6201885,6049,0.8333333134651184
1781113527.7095287,6099,0.9230769276618958
1781113548.9526727,6149,0.7142857313156128
1781113571.7449677,6199,0.6000000238418579
1781113592.6933424,6249,0.8666666746139526
1781113613.6385782,6299,0.875
1781113634.940005,6349,0.6666666865348816
1781113655.628196,6399,0.699999988079071
1781113675.2751627,6449,0.875
1781113695.5776148,6499,0.9230769276618958
1781113794.8573267,6549,0.7142857313156128
1781113815.9851286,6599,0.75
1781113838.4987314,6649,0.7142857313156128
1781113859.4326553,6699,0.8181818127632141
1781113883.0688863,6749,0.7142857313156128
1781113904.1045594,6799,0.875
1781113924.669074,6849,1.0
1781113946.7358267,6899,1.0
1781113967.1738017,6949,0.9166666865348816
1781113986.8412714,6999,0.692307710647583
1781114086.944757,7049,1.0
1781114107.659033,7099,0.875
1781114129.9505134,7149,0.9285714030265808
1781114150.6349826,7199,0.800000011920929
1781114172.6323476,7249,0.8823529481887817
1781114194.4208863,7299,0.7777777910232544
1781114217.0111165,7349,0.8125
