Wall time,Step,Value
1781110245.050769,49,0.25
1781110251.9076452,99,0.4000000059604645
1781110255.7943642,149,0.27272728085517883
1781110259.5281773,199,0.5714285969734192
1781110262.9827383,249,0.5384615659713745
1781110266.246527,299,0.5555555820465088
1781110270.0086846,349,0.5833333134651184
1781110273.7490463,399,0.5714285969734192
1781110277.332205,449,0.3636363744735718
1781110280.6244006,499,0.5714285969734192
1781110303.237944,549,0.6666666865348816
1781110306.8952248,599,0.7692307829856873
1781110310.257897,649,0.625
1781110314.032118,699,0.5555555820465088
1781110317.8019822,749,0.7777777910232544
1781110321.2341735,799,0.8571428656578064
1781110324.6810114,849,0.5454545617103577
1781110328.568656,899,0.8181818127632141
1781110332.2129786,949,0.7142857313156128
1781110335.7325037,999,0.6153846383094788
1781110357.1700737,1049,0.7647058963775635
1781110360.9032505,1099,0.5833333134651184
1781110364.3491697,1149,0.7142857313156128
1781110367.9327803,1199,0.800000011920929
1781110371.8601549,1249,0.7142857313156128
1781110375.669819,1299,0.5
1781110379.1312559,1349,0.6000000238418579
1781110382.8424091,1399,0.8181818127632141
1781110386.740595,1449,0.6000000238418579
1781110390.3261435,1499,0.8999999761581421
1781110411.5246468,1549,0.6666666865348816
1781110415.5166435,1599,0.7777777910232544
1781110419.3574681,1649,0.8999999761581421
1781110422.954772,1699,0.75
1781110426.6989064,1749,0.875
1781110430.9309824,1799,0.8666666746139526
1781110434.4479935,1849,0.8181818127632141
1781110438.1148543,1899,0.8181818127632141
1781110441.7734706,1949,0.75
1781110445.7460861,1999,0.625
1781110466.7138507,2049,0.9285714030265808
1781110470.6148791,2099,1.0
1781110474.5084255,2149,0.692307710647583
1781110478.0490816,2199,0.8999999761581421
1781110481.5759501,2249,0.4615384638309479
1781110485.374504,2299,0.8999999761581421
1781110489.3056428,2349,0.4444444477558136
1781110493.1788995,2399,0.6363636255264282
1781110496.8227825,2449,0.7368420958518982
1781110500.5698266,2499,0.8125
1781110522.1814778,2549,1.0
1781110525.9111772,2599,0.6666666865348816
1781110530.097777,2649,0.8823529481887817
1781110533.9982617,2699,0.4444444477558136
1781110537.494572,2749,0.8823529481887817
1781110541.2955835,2799,0.7142857313156128
1781110545.6267178,2849,0.5384615659713745
1781110549.2284899,2899,0.692307710647583
1781110552.8540354,2949,0.7857142686843872
1781110556.6845877,2999,0.5555555820465088
1781110578.91574,3049,0.875
1781110582.4655795,3099,0.5454545617103577
1781110586.2333894,3149,1.0
1781110590.565075,3199,0.8888888955116272
1781110594.2190645,3249,1.0
1781110597.8123662,3299,0.8888888955116272
1781110601.5702264,3349,0.9090909361839294
1781110605.6660519,3399,0.800000011920929
1781110609.324209,3449,0.9285714030265808
1781110613.0858068,3499,0.6666666865348816
1781110635.3730829,3549,0.5384615659713745
1781110639.194564,3599,0.8333333134651184
1781110642.9382417,3649,0.699999988079071
1781110646.9263422,3699,0.8461538553237915
1781110650.6731853,3749,0.8181818127632141
1781110654.338574,3799,0.7272727489471436
1781110658.1991973,3849,0.8333333134651184
1781110662.5334,3899,1.0
1781110666.2983856,3949,0.625
1781110670.1443546,3999,0.699999988079071
1781110692.5838275,4049,0.800000011920929
1781110696.2897205,4099,0.9230769276618958
1781110700.1497753,4149,0.7272727489471436
1781110704.0095928,4199,0.8888888955116272
1781110707.9474835,4249,0.7272727489471436
1781110711.6242118,4299,0.8571428656578064
1781110715.2760363,4349,0.625
1781110719.349688,4399,0.7692307829856873
1781110723.2509177,4449,0.800000011920929
1781110727.1116383,4499,0.800000011920929
1781110749.7509587,4549,0.625
1781110753.6226888,4599,0.7777777910232544
1781110757.2080672,4649,0.699999988079071
1781110761.016344,4699,0.8333333134651184
1781110764.9653323,4749,0.8999999761581421
1781110768.7954676,4799,0.7272727489471436
1781110772.45106,4849,0.8333333134651184
1781110776.3147168,4899,0.875
1781110780.1297402,4949,0.8461538553237915
1781110783.9240568,4999,0.6666666865348816
1781110806.1079223,5049,1.0
1781110810.0491586,5099,0.8461538553237915
1781110813.7802536,5149,0.9166666865348816
1781110817.3883667,5199,0.8333333134651184
1781110821.4166358,5249,0.9090909361839294
1781110825.0437174,5299,0.75
1781110828.6631165,5349,0.8823529481887817
1781110832.4212034,5399,0.8461538553237915
1781110836.5905688,5449,0.7857142686843872
1781110840.1880517,5499,0.75
1781110862.454583,5549,1.0
1781110866.56353,5599,0.8461538553237915
1781110870.144777,5649,0.8333333134651184
1781110873.9608436,5699,0.7368420958518982
1781110878.1198606,5749,0.9285714030265808
1781110882.1977928,5799,0.5454545617103577
1781110885.8592665,5849,1.0
1781110889.739285,5899,0.8333333134651184
1781110893.7253227,5949,0.7142857313156128
1781110897.5269518,5999,0.800000011920929
1781110919.3414223,6049,0.800000011920929
1781110923.6143425,6099,0.8125
1781110927.3587468,6149,0.75
1781110930.9997272,6199,0.8235294222831726
1781110934.8296466,6249,0.875
1781110938.9621108,6299,1.0
1781110942.5975618,6349,0.6666666865348816
1781110946.2885244,6399,0.7692307829856873
1781110950.144593,6449,0.8095238208770752
1781110954.2791069,6499,0.800000011920929
1781110975.8821495,6549,1.0
1781110979.751165,6599,0.875
1781110983.8695655,6649,0.6842105388641357
1781110987.757674,6699,0.800000011920929
1781110991.437917,6749,1.0
1781110995.507162,6799,0.6666666865348816
1781110999.2666986,6849,1.0
1781111002.8400846,6899,0.9230769276618958
1781111006.5474012,6949,0.8999999761581421
1781111010.668853,6999,0.8571428656578064
1781111033.1776528,7049,0.7692307829856873
1781111037.1605468,7099,0.75
1781111041.150467,7149,1.0
1781111044.6432612,7199,0.875
